id,colour,size,width,brand,model,price,type,count,rating,no_rating,link
146012,Transparent,Medium,134 mm,Lenskart Air,LA E13517,1700,eyeframe,85353,4.7,148,https://www.lenskart.com/lenskart-air-la-e13517-c2-eyeglasses.html
217261,Crystal,Medium,139 mm,Lenskart Hustlr,LH E16985-W,1700,eyeframe,7745,0.0,0,https://www.lenskart.com/lenskart-hustlr-lh-e16985-w-c5-eyeglasses.html
216712,Flamingo,Medium,139 mm,Lenskart Hustlr,LA E15417-W,1700,eyeframe,4484,4.0,1,https://www.lenskart.com/lenskart-la-e15417-w-c7-eyeglasses.html
201315,Silver Black,Medium,134 mm,Vincent Chase,VC E13634,1700,eyeframe,12140,4.75,136,https://www.lenskart.com/vincent-chase-vc-e13634-c7-eyeglasses.html
147507,Transparent,Medium,136 mm,Vincent Chase,VC E13037,1700,eyeframe,65705,4.5,487,https://www.lenskart.com/vincent-chase-vc-e13037-full-rim-rect-way-acetate-crystal-blue-transparent-c6-eyeglasses.html
208951,Navy,Medium,139 mm,Lenskart Hustlr,LA E15417-W,1700,eyeframe,29360,4.6,315,https://www.lenskart.com/lenskart-hustlr-la-e15417-c15-eyeglasses.html
217202,Olive,Medium,139 mm,Lenskart Hustlr,LH E16985-W,1700,eyeframe,4669,5.0,2,https://www.lenskart.com/lenskart-hustlr-lh-e16985-w-c2-eyeglasses.html
217431,Electric Green,Medium,139 mm,Lenskart Hustlr,LA E15417-W,1700,eyeframe,3012,5.0,1,https://www.lenskart.com/lenskart-air-la-e15417-wc4-eyeglasses.html
209750,Brown,Wide,138 mm,Lenskart Air,LA E15844,1700,eyeframe,10957,4.65,3,https://www.lenskart.com/lenskart-air-la-e15844-c4-eyeglasses.html
137975,Blue,Medium,135 mm,Lenskart Air,LA E13069,1700,eyeframe,86751,4.6,602,https://www.lenskart.com/lenskart-air-la-e13033-c2-eyeglasses.html
145567,Black,Medium,135 mm,Vincent Chase,VC E13634,1700,eyeframe,42734,4.75,136,https://www.lenskart.com/vincent-chase-vc-e13634-full-rim-rectangle-metal-steel-escobar-c1-eyeglasses.html
207481,Blue Sky,Medium,139 mm,Lenskart Hustlr,LA E15417-W,1700,eyeframe,198036,4.6,315,https://www.lenskart.com/lenskart-hustlr-la-e15417-c7-eyeglasses.html
145996,Transparent,Wide,138 mm,Lenskart Air,LA E11821,1700,eyeframe,130094,4.7,529,https://www.lenskart.com/lenskart-air-la-e11821-full-rim-wayfarer-stainless-steel-c1-eyeglasses.html
208956,Greystone,Medium,139 mm,Lenskart Hustlr,LA E15417-W,1700,eyeframe,58231,4.6,315,https://www.lenskart.com/lenskart-hustlr-la-e15417-c20-eyeglasses.html
217022,Grey,Medium,137 mm,Lenskart STUDIO,LS E15666,1700,eyeframe,4414,0.0,0,https://www.lenskart.com/vincent-chase-ls-e15666-c6-eyeglasses.html
206266,Blue,Medium,137 mm,Vincent Chase,VC E15347,1700,eyeframe,7261,5.0,1,https://www.lenskart.com/vincent-chase-vc-e15347-c1-eyeglasses.html
209728,Gunmetal,Medium,134 mm,Vincent Chase,VC E15838,1700,eyeframe,1228,0.0,0,https://www.lenskart.com/vincent-chase-vc-e15838-c1-eyeglasses.html
211448,Purple,Medium,136 mm,Lenskart Air,LA E16169,1700,eyeframe,2418,0.0,0,https://www.lenskart.com/lenskart-air-la-e16169-c1-eyeglasses.html
211920,Blue,Medium,134 mm,Vincent Chase,VC E16233,1700,eyeframe,1943,0.0,0,https://www.lenskart.com/vincent-chase-vc-e16233-c1-eyeglasses.html
207671,Dark Night,Medium,139 mm,Lenskart Hustlr,LA E15417-W,1700,eyeframe,60925,4.6,315,https://www.lenskart.com/lenskart-hustlr-la-e15417-c10-eyeglasses.html
210157,Green,Medium,132 mm,Lenskart Air,LA E14961,1700,eyeframe,2947,0.0,0,https://www.lenskart.com/lenskart-air-la-e14961-c4-eyeglasses.html
211524,Blue,Medium,136 mm,Vincent Chase,VC E16198,1700,eyeframe,1409,0.0,0,https://www.lenskart.com/vincent-chase-vc-e16198-c1-eyeglasses.html
206828,Monza Red,Medium,139 mm,Lenskart Hustlr,LA E15417-W,1700,eyeframe,15380,4.6,315,https://www.lenskart.com/lenskart-hustlr-la-e15417-c6-eyeglasses.html
206641,Transparent,Medium,135 mm,Vincent Chase,VC E15380,1700,eyeframe,5144,0.0,0,https://www.lenskart.com/vincent-chase-vc-e15380-c2-eyeglasses.html
206269,Blue,Medium,137 mm,Vincent Chase,VC E15348,1700,eyeframe,8225,5.0,1,https://www.lenskart.com/vincent-chase-vc-e15348-c2-eyeglasses.html
206036,Transparent Blue,Medium,134 mm,Lenskart Air,LA E15303,1700,eyeframe,6270,5.0,3,https://www.lenskart.com/lenskart-air-la-e15303-c2-eyeglasses.html
201332,Grey,Medium,134 mm,Lenskart Air,LA E13068,1700,eyeframe,13847,4.65,169,https://www.lenskart.com/lenskart-air-la-e13068-c5-eyeglasses.html
150599,Grey,Medium,135 mm,Lenskart Air,LA E14368,1700,eyeframe,32009,4.7,65,https://www.lenskart.com/lenskart-air-la-e14368-c1-eyeglasses.html
146615,Purple,Medium,135 mm,Vincent Chase,VC E13784,1700,eyeframe,68500,4.6,259,https://www.lenskart.com/vincent-chase-vc-e13784-c1-eyeglasses.html
146617,Gold,Medium,134 mm,Vincent Chase,VC E13785,1700,eyeframe,59326,4.75,177,https://www.lenskart.com/vincent-chase-vc-e13785-c1-eyeglasses.html
151702,Grey,Medium,137 mm,Lenskart Air,LA E14572,1700,eyeframe,29586,4.75,38,https://www.lenskart.com/lenskart-air-la-e14572-c3-eyeglasses.html
150573,Grey,Medium,136 mm,Lenskart Air,LA E14360,1700,eyeframe,72810,4.85,102,https://www.lenskart.com/lenskart-air-la-e14360-c1-eyeglasses.html
216043,Silver,Medium,138 mm,Vincent Chase,VC S16780,2000,sunglasses,19,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16780-c2-sunglasses.html
215895,Pink,Medium,135 mm,Lenskart Air,LA E16719,1700,eyeframe,39,0.0,0,https://www.lenskart.com/lenskart-air-la-e16719-c1-eyeglasses.html
131878,Gunmetal,Medium,137 mm,John Jacobs,JJ T5379,5000,eyeframe,24345,4.55,59,https://www.lenskart.com/john-jacobs-jj-t5379-c2-full-rim-eyeglasses.html
201618,Brown,Narrow,132 mm,Vincent Chase,VC E14973,1700,eyeframe,38984,4.75,14,https://www.lenskart.com/vincent-chase-vc-e14973-c2-eyeglasses.html
151049,Black,Wide,142 mm,Vincent Chase,VC S14457,2000,sunglasses,41241,4.85,14,https://www.lenskart.com/vincent-chase-vc-s14457-c3-sunglasses.html
150581,Grey,Wide,140 mm,Lenskart Air,LA E14362,1700,eyeframe,72845,4.75,68,https://www.lenskart.com/lenskart-air-la-e14362-c1-eyeglasses.html
137971,Black,Medium,134 mm,Lenskart Air,LA E13068,1700,eyeframe,85113,4.65,169,https://www.lenskart.com/lenskart-air-la-e13032-c1-eyeglasses.html
216047,Gunmetal,Medium,138 mm,Vincent Chase,VC S16781,2000,sunglasses,6,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16781-c3-sunglasses.html
217075,Grey,Narrow,132 mm,Lenskart Air,LA E16939,1700,eyeframe,166,0.0,0,https://www.lenskart.com/lenskart-air-la-e16939-c1-eyeglasses.html
136174,Transparent,Medium,135 mm,John Jacobs,JJ E10235,3500,eyeframe,102601,4.45,266,https://www.lenskart.com/john-jacobs-jj-e10235-c7-eyeglasses.html
137935,Brown,Medium,136 mm,Vincent Chase,VC E13029,1700,eyeframe,69925,4.75,132,https://www.lenskart.com/vincent-chase-vc-e13029-c2-eyeglasses.html
150413,Pink,Medium,136 mm,Vincent Chase,VC E14324,1700,eyeframe,31722,4.2,47,https://www.lenskart.com/vincent-chase-vc-e14324-c3-eyeglasses.html
137974,Black,Medium,135 mm,Lenskart Air,LA E13069,1700,eyeframe,106026,4.6,602,https://www.lenskart.com/lenskart-air-la-e13033-c1-eyeglasses.html
151705,Grey,Medium,136 mm,Lenskart Air,LA E14573,1700,eyeframe,41102,4.7,67,https://www.lenskart.com/lenskart-air-la-e14573-c3-eyeglasses.html
217851,Black,Medium,137 mm,Vincent Chase,VC E17085,1700,eyeframe,51,0.0,0,https://www.lenskart.com/vincent-chase-vc-e17085-c1-eyeglasses.html
215894,Green,Medium,137 mm,Lenskart Air,LA E16718,1700,eyeframe,61,0.0,0,https://www.lenskart.com/lenskart-air-la-e16718-c2-eyeglasses.html
201389,Black,Medium,137 mm,John Jacobs,JJ E11540,5000,eyeframe,24013,4.4,189,https://www.lenskart.com/john-jacobs-jj-e11540-c7-eyeglasses.html
146620,Silver,Narrow,132 mm,Vincent Chase,VC E13786,1700,eyeframe,108731,4.8,274,https://www.lenskart.com/vincent-chase-vc-e13786-c2-eyeglasses.html
206049,Transparent,Wide,139 mm,Lenskart Air,LA E15308,1700,eyeframe,21363,4.8,12,https://www.lenskart.com/lenskart-air-la-e15308-c3-eyeglasses.html
150583,Black,Wide,140 mm,Lenskart Air,LA E14362,1700,eyeframe,56426,4.75,68,https://www.lenskart.com/lenskart-air-la-e14362-c3-eyeglasses.html
217852,Gold,Medium,137 mm,Vincent Chase,VC E17086,1700,eyeframe,50,0.0,0,https://www.lenskart.com/vincent-chase-vc-e17086-c1-eyeglasses.html
217082,Green,Narrow,132 mm,Lenskart Air,LA E16942,1700,eyeframe,118,0.0,0,https://www.lenskart.com/lenskart-air-la-e16942-c2-eyeglasses.html
150854,Black,Medium,134 mm,John Jacobs,JJ E14409,3500,eyeframe,18813,4.6,13,https://www.lenskart.com/john-jacobs-jj-e14409-c2-eyeglasses.html
146618,Gunmetal,Medium,134 mm,Vincent Chase,VC E13785,1700,eyeframe,71293,4.75,177,https://www.lenskart.com/vincent-chase-vc-e13785-c2-eyeglasses.html
151050,Black,Medium,139 mm,Vincent Chase,VC S14458,2000,sunglasses,23911,4.5,8,https://www.lenskart.com/vincent-chase-vc-s14458-c1-sunglasses.html
204186,Transparent,Medium,137 mm,Lenskart Air,LA E15019,1700,eyeframe,41681,4.7,44,https://www.lenskart.com/lenskart-air-la-e15019-c3-eyeglasses.html
146653,Black,Medium,135 mm,Lenskart Air,LA E13776,1700,eyeframe,76436,4.65,109,https://www.lenskart.com/lenskar-air-la-e13776-c1-eyeglasses.html
216007,Gold,Medium,136 mm,Vincent Chase,VC S16766,2000,sunglasses,42,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16766-c3-sunglasses.html
217079,Black,Medium,135 mm,Lenskart Air,LA E16941,1700,eyeframe,290,0.0,0,https://www.lenskart.com/lenskart-air-la-e16941-c1-eyeglasses.html
150857,Pink,Medium,132 mm,John Jacobs,JJ E14409,3500,eyeframe,28548,4.6,13,https://www.lenskart.com/john-jacobs-jj-e14409-c5-eyeglasses.html
146623,Gold,Narrow,132 mm,Vincent Chase,VC E13788,1700,eyeframe,66411,4.75,108,https://www.lenskart.com/vincent-chase-vc-e13788-c1-eyeglasses.html
148157,Grey,Narrow,133 mm,Vincent Chase,VC S13984,2000,sunglasses,32675,4.75,28,https://www.lenskart.com/vincent-chase-vc-s13984-c1-sunglasses.html
146850,Transparent,Wide,140 mm,Lenskart Air,LA E12709,1700,eyeframe,82320,4.75,97,https://www.lenskart.com/lenskar-air-la-e12709-c2-eyeglasses.html
150562,Black,Wide,140 mm,Lenskart Air,LA E12489,1700,eyeframe,38814,4.6,104,https://www.lenskart.com/lenskart-air-la-e12489-c6-eyeglasses.html
216035,Silver,Wide,141 mm,Vincent Chase,VC S16778,2000,sunglasses,19,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16778-c2-sunglasses.html
217078,Blue,Medium,134 mm,Lenskart Air,LA E16940,1700,eyeframe,163,0.0,0,https://www.lenskart.com/lenskart-air-la-e16940-c2-eyeglasses.html
133686,Black,Narrow,132 mm,John Jacobs,JJ E11318,5000,eyeframe,58731,4.5,108,https://www.lenskart.com/john-jacobs-jj-e11318-rectangle-c4-eyeglasses.html
201612,Brown,Medium,137 mm,Vincent Chase,VC E14971,1700,eyeframe,12015,4.7,18,https://www.lenskart.com/vincent-chase-vc-e14971-c2-eyeglasses.html
146616,Black,Medium,135 mm,Vincent Chase,VC E13784,1700,eyeframe,75336,4.6,259,https://www.lenskart.com/vincent-chase-vc-e13784-c2-eyeglasses.html
151703,Grey,Medium,136 mm,Lenskart Air,LA E14573,1700,eyeframe,26280,4.7,67,https://www.lenskart.com/lenskart-air-la-e14573-c1-eyeglasses.html
136712,Black,Medium,134 mm,Lenskart Air,LA E12852,1700,eyeframe,63406,4.65,226,https://www.lenskart.com/vincent-chase-vc-e12852-c2-eyeglasses.html
216010,Gold,Medium,136 mm,Vincent Chase,VC S16768,2000,sunglasses,76,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16768-c2-sunglasses.html
214491,Sky Blue,Medium,138 mm,Lenskart Air,LA E16616,1700,eyeframe,255,0.0,0,https://www.lenskart.com/lenskart-air-la-e16616-c2-eyeglasses.html
150861,Pink,Medium,134 mm,John Jacobs,JJ E14410,3500,eyeframe,13556,4.6,25,https://www.lenskart.com/john-jacobs-jj-e14410-c4-eyeglasses.html
142996,Purple,Narrow,132 mm,Vincent Chase,VC E13393,1700,eyeframe,70153,4.6,77,https://www.lenskart.com/vincent-chase-vc-e13393-c1-eyeglasses.html
201631,Transparent,Narrow,133 mm,Vincent Chase,VC E14977,1700,eyeframe,34254,4.75,30,https://www.lenskart.com/vincent-chase-vc-e14977-c3-eyeglasses.html
146020,Blue,Extra Wide,144 mm,Lenskart Air,LA E13519,1700,eyeframe,62120,4.75,176,https://www.lenskart.com/lenskart-air-la-e13519-c3-eyeglasses.html
216003,Gold,Narrow,133 mm,Vincent Chase,VC S16764,2000,sunglasses,15,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16764-c2-sunglasses.html
214489,Grey,Medium,135 mm,Lenskart Air,LA E16615,1700,eyeframe,221,0.0,0,https://www.lenskart.com/lenskart-air-la-e16615-c2-eyeglasses.html
121600,Gunmetal,Extra Narrow,128 mm,John Jacobs,JJ E10640,5000,eyeframe,36256,4.2,65,https://www.lenskart.com/gunmetal-rimless-rectangle-medium-size-52-john-jacobs-titanium-jj-e10640-c2-eyeglasses.html
142834,Gunmetal,Medium,134 mm,Vincent Chase,VC E11891,1700,eyeframe,57640,4.5,243,https://www.lenskart.com/vincent-chase-vc-e11891-c3-eyeglasses.html
149097,Grey,Medium,136 mm,Vincent Chase,VC E13033-M,1700,eyeframe,47901,4.7,53,https://www.lenskart.com/vincent-chase-vc-e13033-m-c2-c2-eyeglasses.html
136711,Black,Medium,134 mm,Lenskart Air,LA E12852,1700,eyeframe,60136,4.65,226,https://www.lenskart.com/vincent-chase-vc-e12852-c1-eyeglasses.html
151701,Black,Medium,137 mm,Lenskart Air,LA E14572,1700,eyeframe,17737,4.75,38,https://www.lenskart.com/lenskart-air-la-e14572-c2-eyeglasses.html
211314,Pink,Medium,137 mm,Vincent Chase,VC E13451-M,1700,eyeframe,539,0.0,0,https://www.lenskart.com/vincent-chase-vc-e13451-m-c1-eyeglasses.html
215877,Green,Medium,134 mm,Lenskart Air,LA E16715,1700,eyeframe,32,0.0,0,https://www.lenskart.com/lenskart-air-la-e16715-c2-eyeglasses.html
213692,Black,Medium,136 mm,John Jacobs,JJ S13227,5000,sunglasses,3125,0.0,0,https://www.lenskart.com/john-jacobs-jj-s13227-c4-sunglasses.html
146619,Gold,Narrow,132 mm,Vincent Chase,VC E13786,1700,eyeframe,80400,4.8,274,https://www.lenskart.com/vincent-chase-vc-e13786-c1-eyeglasses.html
210271,Pink,Extra Narrow,136 mm,Vincent Chase,VC E13447,1700,eyeframe,16282,4.0,1,https://www.lenskart.com/vincent-chase-vc-e13447-c6-eyeglasses.html
201272,Grey,Extra Wide,143 mm,Lenskart Air,LA E14958,1700,eyeframe,30668,4.85,22,https://www.lenskart.com/lenskart-air-la-e14958-c2-eyeglasses.html
148331,Grey Transparent,Wide,139 mm,Lenskart Air,LA E14017,1700,eyeframe,36048,4.7,73,https://www.lenskart.com/lenskart-air-la-e14017-c2-eyeglasses.html
217142,Black,Wide,142 mm,Vincent Chase,VC S16955,2000,sunglasses,34,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16955-c1-sunglasses.html
215879,Black,Narrow,133 mm,Lenskart Air,LA E16716,1700,eyeframe,40,0.0,0,https://www.lenskart.com/lenskart-air-la-e16716-c2-eyeglasses.html
140632,Grey Transparent,Wide,139 mm,John Jacobs,JJ S13313,5000,sunglasses,23764,4.85,20,https://www.lenskart.com/john-jacobs-jj-s13313-c1-sunglasses.html
201622,Grey,Extra Narrow,128 mm,Vincent Chase,VC E14974,1700,eyeframe,25455,4.65,18,https://www.lenskart.com/vincent-chase-vc-e14974-c3-eyeglasses.html
149080,Black,Extra Narrow,129 mm,Vincent Chase,VC E14113,1700,eyeframe,38812,4.55,35,https://www.lenskart.com/vincent-chase-vc-e14113-c1-c1-eyeglasses.html
149021,Black,Wide,138 mm,Lenskart Air,LA E14101,1700,eyeframe,36678,4.7,36,https://www.lenskart.com/lenskart-air-la-e14101-c1-c1-eyeglasses.html
215999,Silver,Narrow,132 mm,Vincent Chase,VC S16762,2000,sunglasses,28,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16762-c1-sunglasses.html
215898,Transparent,Extra Wide,142 mm,Lenskart Air,LA E16720,1700,eyeframe,61,0.0,0,https://www.lenskart.com/lenskart-air-la-e16720-c2-eyeglasses.html
140628,Black,Extra Wide,142 mm,John Jacobs,JJ S13311,5000,sunglasses,28582,4.5,14,https://www.lenskart.com/john-jacobs-jj-s13311-c3-sunglasses.html
149313,Blue,Wide,140 mm,Vincent Chase,VC E11797-L,1700,eyeframe,41342,4.55,32,https://www.lenskart.com/vincent-chase-vc-e11797-l-c1-eyeglasses.html
146624,Gunmetal,Narrow,132 mm,Vincent Chase,VC E13788,1700,eyeframe,63745,4.75,108,https://www.lenskart.com/vincent-chase-vc-e13788-c2-eyeglasses.html
149022,Pink,Wide,138 mm,Lenskart Air,LA E14101,1700,eyeframe,23686,4.7,36,https://www.lenskart.com/lenskart-air-la-e14101-c2-c2-eyeglasses.html
146021,Grey,Extra Wide,144 mm,Lenskart Air,LA E13519,1700,eyeframe,53643,4.75,176,https://www.lenskart.com/lenskart-air-la-e13519-c4-eyeglasses.html
215996,Gold,Narrow,134 mm,Vincent Chase,VC S16760,2000,sunglasses,15,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16760-c1-sunglasses.html
215903,Green,Extra Wide,142 mm,Lenskart Air,LA E16722,1700,eyeframe,418,0.0,0,https://www.lenskart.com/lenskart-air-la-e16722-c3-eyeglasses.html
131411,Black,Medium,135 mm,John Jacobs,JJ E11675,5000,eyeframe,52395,4.7,213,https://www.lenskart.com/black-gunmetal-full-rim-hexagon-small-size-50-john-jacobs-supreme-steel-jj-e11675-c2-eyeglasses.html
201297,Transparent,Narrow,132 mm,Vincent Chase,VC E11260-S,1700,eyeframe,12493,4.55,27,https://www.lenskart.com/vincent-chase-vc-e11260-s-c3-eyeglasses.html
134826,Silver,Wide,138 mm,Vincent Chase,VC E12422,1700,eyeframe,90968,4.65,550,https://www.lenskart.com/silver-black-full-rim-rectangle-large-size-56-vincent-chase-online-steel-escobar-vc-e12422-c3-eyeglasses.html
146023,Grey,Wide,140 mm,Lenskart Air,LA E13520,1700,eyeframe,68800,4.7,296,https://www.lenskart.com/lenskart-air-la-e13520-c2-eyeglasses.html
200552,Transparent,Extra Wide,142 mm,Lenskart Air,LA E14832,1700,eyeframe,37716,4.55,64,https://www.lenskart.com/lenskart-air-la-e14832-c2-eyeglasses.html
216001,Gold,Narrow,132 mm,Vincent Chase,VC S16763,2000,sunglasses,19,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16763-c1-sunglasses.html
215875,Blue,Wide,138 mm,Lenskart Air,LA E16714,1700,eyeframe,77,0.0,0,https://www.lenskart.com/lenskart-air-la-e16714-c2-eyeglasses.html
146613,Rose Gold,Narrow,132 mm,Vincent Chase,VC E13783,1700,eyeframe,53856,4.75,88,https://www.lenskart.com/vincent-chase-vc-e13783-c1-eyeglasses.html
134745,Black,Wide,138 mm,Vincent Chase,VC E12395,1700,eyeframe,83693,4.6,211,https://www.lenskart.com/vincent-chase-vc-e12395-c1-eyeglasses.html
146273,Black,Extra Wide,144 mm,Lenskart Air,LA E11289,1700,eyeframe,67423,4.6,254,https://www.lenskart.com/lenskart-air-lenskart-air-la-e11289-rectangle-tr90-c1-eyeglasses.html
217143,Black,Wide,142 mm,Vincent Chase,VC S16956,2000,sunglasses,1758,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16956-c1-sunglasses.html
215873,Blue,Narrow,133 mm,Lenskart Air,LA E16713,1700,eyeframe,33,0.0,0,https://www.lenskart.com/lenskart-air-la-e16713-c2-eyeglasses.html
135440,Black,Medium,134 mm,John Jacobs,JJ E12610,3500,eyeframe,39507,4.35,115,https://www.lenskart.com/john-jacobs-rimless-jj-e12610-c3-eyeglasses.html
201103,Gold,Wide,139 mm,Vincent Chase,VC E14938,1700,eyeframe,29383,4.6,31,https://www.lenskart.com/vincent-chase-vc-e14938-c1-eyeglasses.html
148160,Gold,Narrow,133 mm,Vincent Chase,VC S13984,2000,sunglasses,29958,4.75,28,https://www.lenskart.com/vincent-chase-vc-s13984-c4-sunglasses.html
148327,Transparent,Wide,139 mm,Lenskart Air,LA E14016,1700,eyeframe,31523,4.85,36,https://www.lenskart.com/lenskart-air-la-e14016-c1-eyeglasses.html
145983,Blue,Extra Wide,142 mm,Lenskart Air,LA E11412-N,3000,eyeframe,55888,4.5,112,https://www.lenskart.com/lenskart-air-la-e11412-n-full-rim-rectangle-clip-on-c5-eyeglasses.html
217141,Black,Wide,142 mm,Vincent Chase,VC S16954,2000,sunglasses,33,0.0,0,https://www.lenskart.com/vincent-chase-vc-s16954-c1-sunglasses.html
215891,Blue,Medium,135 mm,Lenskart Air,LA E16717,1700,eyeframe,67,0.0,0,https://www.lenskart.com/lenskart-air-la-e16717-c2-eyeglasses.html
211284,Black,Wide,139 mm,John Jacobs,JJ E16146,3500,eyeframe,6750,0.0,0,https://www.lenskart.com/john-jacobs-jj-e16146-c4-eyeglasses.html
147491,Black,Wide,135 mm,Vincent Chase,VC E13919,1700,eyeframe,27344,4.55,52,https://www.lenskart.com/vincent-chase-vc-e13920-c2-eyeglasses.html
148488,Black,Narrow,130 mm,Vincent Chase,VC E14035,1700,eyeframe,43294,4.7,55,https://www.lenskart.com/vincent-chase-vc-e14035-c2-eyeglasses.html
137980,Black,Narrow,132 mm,Lenskart Air,LA E13071,1700,eyeframe,33612,4.65,201,https://www.lenskart.com/lenskart-air-la-e13035-c1-eyeglasses.html
151704,Sky Blue,Medium,136 mm,Lenskart Air,LA E14573,1700,eyeframe,41004,4.7,67,https://www.lenskart.com/lenskart-air-la-e14573-c2-eyeglasses.html
211315,Pink,Wide,141 mm,Vincent Chase,VC E13451-W,1700,eyeframe,490,0.0,0,https://www.lenskart.com/vincent-chase-vc-e13451-w-c1-eyeglasses.html
215899,Blue,Medium,137 mm,Lenskart Air,LA E16721,1700,eyeframe,53,0.0,0,https://www.lenskart.com/lenskart-air-la-e16721-c1-eyeglasses.html
138262,Black,Extra Wide,142 mm,John Jacobs,JJ S13088,6000,sunglasses,7999,4.85,9,https://www.lenskart.com/john-jacobs-jj-s13088-c1-sunglasses.html
149190,Transparent,Narrow,131 mm,Vincent Chase,VC E10502,1700,eyeframe,45429,4.45,138,https://www.lenskart.com/vincent-chase-vc-e10502-c8-c8-eyeglasses.html
204440,Silver,Narrow,130 mm,Vincent Chase,VC E15069,1700,eyeframe,20983,4.75,19,https://www.lenskart.com/vincent-chase-vc-e15069-c1-eyeglasses.html
201283,Grey,Wide,140 mm,Lenskart Air,LA E14962,1700,eyeframe,22264,4.7,18,https://www.lenskart.com/lenskart-air-la-e14962-c1-eyeglasses.html
146822,Black,Medium,136 mm,Lenskart Air,LA E11889,1700,eyeframe,41295,4.65,34,https://www.lenskart.com/lenskar-air-la-e11889-c3-eyeglasses.html
216454,Gunmetal,Medium,136 mm,Vincent Chase,VC E16786,1700,eyeframe,1138,5.0,1,https://www.lenskart.com/vincent-chase-vc-e16786-c2-eyeglasses.html
215907,Blue,Wide,140 mm,Lenskart Air,LA E16724,1700,eyeframe,905,0.0,0,https://www.lenskart.com/lenskart-air-la-e16724-c1-eyeglasses.html
137726,Gunmetal,Wide,139 mm,John Jacobs,JJ E12977,5000,eyeframe,21013,4.45,52,https://www.lenskart.com/john-jacobs-jj-e12977-c2-eyeglasses.html
150630,Copper,Narrow,131 mm,Vincent Chase,VC E13788,1700,eyeframe,29488,4.75,108,https://www.lenskart.com/vincent-chase-vc-e13788-c3-eyeglasses.html
201098,Black,Medium,137 mm,Vincent Chase,VC E14936,1700,eyeframe,21282,4.95,22,https://www.lenskart.com/vincent-chase-vc-e14936-c2-eyeglasses.html
151528,Grey,Medium,136 mm,Lenskart Air,LA E14529,1700,eyeframe,24409,4.8,28,https://www.lenskart.com/lenskart-air-la-e14529-c2-eyeglasses.html
147284,Blue,Extra Wide,143 mm,Lenskart Air,LA E11413,3000,eyeframe,33823,4.65,109,https://www.lenskart.com/blue-balck-green-solid-full-rim-rectangle-lenskart-air-clip-on-la-e11413-c4-eyeglasses.html
216387,Green,Wide,138 mm,Vincent Chase,VC E16784,1700,eyeframe,461,0.0,0,https://www.lenskart.com/vincent-chase-vc-e16784-c1-eyeglass.html
215911,Pink,Narrow,133 mm,Lenskart Air,LA E16726,1700,eyeframe,726,0.0,0,https://www.lenskart.com/lenskart-air-la-e16726-c1-eyeglasses.html
137920,Black,Wide,140 mm,John Jacobs,JJ S13025,5000,sunglasses,29804,4.55,16,https://www.lenskart.com/john-jacobs-jj-s13025-c1-sunglasses.html
149058,Blue,Extra Wide,142 mm,Vincent Chase,VC E14105,1700,eyeframe,38344,4.65,62,https://www.lenskart.com/vincent-chase-vc-e14105-c2-c2-eyeglasses.html
142997,Black,Narrow,132 mm,Vincent Chase,VC E13393,1700,eyeframe,56300,4.6,77,https://www.lenskart.com/vincent-chase-vc-e13393-c2-eyeglasses.html
145974,Black,Extra Narrow,123 mm,Lenskart Air,LA 0353,1700,eyeframe,61150,4.75,79,https://www.lenskart.com/lenskart-air-la-0353-rimless-rectangle-tr90-c2-eyeglasses.html
147285,Black,Narrow,133 mm,Lenskart Air,LA E11481,1700,eyeframe,47895,4.55,77,https://www.lenskart.com/lenskart-air-la-e11481-full-rim-rectangle-ultem-c1-eyeglasses.html
216395,Blue,Medium,136 mm,Vincent Chase,VC E16787,1700,eyeframe,123,0.0,0,https://www.lenskart.com/vincent-chase-vc-e16787-c3-eyeglasses.html
215910,Grey,Narrow,132 mm,Lenskart Air,LA E16725,1700,eyeframe,690,0.0,0,https://www.lenskart.com/lenskart-air-la-e16725-c2-eyeglasses.html
150862,Black,Medium,138 mm,John Jacobs,JJ E14411,3500,eyeframe,29936,4.65,12,https://www.lenskart.com/john-jacobs-jj-e14411-c1-eyeglasses.html
209227,Blue,Narrow,130 mm,Vincent Chase,VC E13445,1700,eyeframe,3379,0.0,0,https://www.lenskart.com/vincent-chase-vc-e13445-c6-eyeglasses.html
201615,Transparent,Medium,136 mm,Vincent Chase,VC E14972,1700,eyeframe,15518,4.9,14,https://www.lenskart.com/vincent-chase-vc-e14972-c2-eyeglasses.html
207551,Black,Wide,140 mm,Lenskart Air,LA E15494,1700,eyeframe,27261,4.85,7,https://www.lenskart.com/lenskart-air-la-e15494-c1-eyeglasses.html
201281,Transparent,Narrow,132 mm,Lenskart Air,LA E14961,1700,eyeframe,25947,4.85,31,https://www.lenskart.com/lenskart-air-la-e14961-c2-eyeglasses.html
